iter	Passed	Remaining
665	897	450
666	898	448
667	899	447
668	900	445
669	902	444
670	903	442
671	904	441
672	905	439
673	906	438
674	908	437
675	909	435
676	910	434
677	911	432
678	912	431
679	915	430
680	916	429
681	917	427
682	918	426
683	919	425
684	921	423
685	922	422
686	923	420
687	925	419
688	926	418
689	927	416
690	929	415
691	931	414
692	932	413
693	933	411
694	934	410
695	936	408
696	937	407
697	939	406
698	941	405
699	942	404
700	944	402
701	945	401
702	946	400
703	947	398
704	949	397
705	950	395
706	951	394
707	952	392
708	953	391
709	955	390
710	956	388
711	957	387
712	958	385
713	959	384
714	960	383
715	962	381
716	963	380
717	964	378
718	966	377
719	967	376
720	968	374
721	969	373
722	971	372
723	973	370
724	974	369
725	975	368
726	976	366
727	977	365
728	978	363
729	979	362
730	981	361
731	982	359
732	983	358
733	984	356
734	985	355
735	987	354
736	988	352
737	989	351
738	990	349
739	991	348
740	992	346
741	993	345
742	995	344
743	996	342
744	997	341
745	998	339
746	999	338
747	1000	337
748	1002	335
749	1003	334
750	1004	333
751	1005	331
752	1006	330
753	1007	328
754	1009	327
755	1010	326
756	1012	324
757	1013	323
758	1014	322
759	1015	320
760	1017	319
761	1018	318
762	1019	316
763	1020	315
764	1021	313
765	1023	312
766	1024	311
767	1025	309
768	1025	308
769	1026	306
770	1027	305
771	1028	303
772	1029	302
773	1030	301
774	1031	299
775	1032	298
776	1033	296
777	1035	295
778	1036	293
779	1037	292
780	1038	291
781	1039	289
782	1040	288
783	1041	287
784	1042	285
785	1044	284
786	1045	282
787	1046	281
788	1047	280
789	1048	278
790	1049	277
791	1050	275
792	1051	274
793	1052	273
794	1053	271
795	1054	270
796	1056	268
797	1057	267
798	1058	266
799	1059	264
800	1060	263
801	1062	262
802	1063	260
803	1064	259
804	1065	258
805	1066	256
806	1067	255
807	1068	253
808	1068	252
809	1069	250
810	1070	249
811	1071	248
812	1072	246
813	1073	245
814	1074	243
815	1075	242
816	1076	241
817	1077	239
818	1077	238
819	1078	236
820	1079	235
821	1080	234
822	1081	232
823	1082	231
824	1083	229
825	1084	228
826	1085	227
827	1086	225
828	1087	224
829	1088	222
830	1088	221
831	1089	220
832	1090	218
833	1091	217
834	1092	215
835	1093	214
836	1094	213
837	1095	211
838	1096	210
839	1097	209
840	1098	207
841	1099	206
842	1100	204
843	1100	203
844	1101	202
845	1102	200
846	1103	199
847	1104	197
848	1105	196
849	1106	195
850	1107	193
851	1108	192
852	1109	191
853	1110	189
854	1111	188
855	1112	187
856	1113	185
857	1114	184
858	1115	183
859	1116	181
860	1118	180
861	1119	179
862	1120	177
863	1121	176
864	1122	175
865	1123	173
866	1125	172
867	1125	171
868	1127	169
869	1128	168
870	1129	167
871	1129	165
872	1130	164
873	1131	163
874	1132	161
875	1133	160
876	1134	159
877	1135	157
878	1136	156
879	1137	155
880	1138	153
881	1139	152
882	1140	151
883	1141	149
884	1143	148
885	1144	147
886	1145	145
887	1146	144
888	1147	143
889	1149	142
890	1150	140
891	1151	139
892	1152	138
893	1153	136
894	1154	135
895	1155	134
896	1157	132
897	1158	131
898	1159	130
899	1160	128
900	1162	127
901	1163	126
902	1164	125
903	1166	123
904	1167	122
905	1168	121
906	1169	119
907	1170	118
908	1171	117
909	1173	116
910	1174	114
911	1175	113
912	1176	112
913	1177	110
914	1178	109
915	1179	108
916	1179	106
917	1180	105
918	1181	104
919	1182	102
920	1183	101
921	1185	100
922	1186	98
923	1187	97
924	1188	96
925	1189	95
926	1191	93
927	1192	92
928	1193	91
929	1194	89
930	1195	88
931	1196	87
932	1197	85
933	1198	84
934	1199	83
935	1201	82
936	1202	80
937	1203	79
938	1204	78
939	1205	76
940	1206	75
941	1207	74
942	1208	73
943	1209	71
944	1210	70
945	1211	69
946	1212	67
947	1214	66
948	1215	65
949	1216	64
950	1217	62
951	1218	61
952	1219	60
953	1220	58
954	1221	57
955	1222	56
956	1223	54
957	1224	53
958	1225	52
959	1226	51
960	1228	49
961	1229	48
962	1229	47
963	1230	45
964	1231	44
965	1232	43
966	1233	42
967	1234	40
968	1235	39
969	1236	38
970	1237	36
971	1238	35
972	1239	34
973	1240	33
974	1242	31
975	1243	30
976	1244	29
977	1245	28
978	1246	26
979	1248	25
980	1249	24
981	1250	22
982	1251	21
983	1252	20
984	1253	19
985	1254	17
986	1255	16
987	1256	15
988	1257	13
989	1258	12
990	1259	11
991	1260	10
992	1261	8
993	1262	7
994	1263	6
995	1264	5
996	1265	3
997	1266	2
998	1267	1
999	1268	0
